len,age,period,species
37,1,pre,BLG
35,1,pre,BLG
31,1,pre,BLG
33,1,pre,BLG
42,1,pre,BLG
46,1,pre,BLG
47,1,pre,BLG
42,1,pre,BLG
41,1,pre,BLG
40,1,pre,BLG
48,1,pre,BLG
47,1,pre,BLG
45,1,pre,BLG
44,1,pre,BLG
41,1,pre,BLG
41,1,pre,BLG
49,1,pre,BLG
42,1,pre,BLG
40,1,pre,BLG
44,1,pre,BLG
44,1,pre,BLG
40,1,pre,BLG
41,1,pre,BLG
43,1,pre,BLG
44,1,pre,BLG
42,1,pre,BLG
43,1,pre,BLG
41,1,pre,BLG
42,1,pre,BLG
40,1,pre,BLG
49,1,pre,BLG
48,1,pre,BLG
44,1,pre,BLG
44,1,pre,BLG
44,1,pre,BLG
41,1,pre,BLG
46,1,pre,BLG
47,1,pre,BLG
49,1,pre,BLG
44,1,pre,BLG
49,1,pre,BLG
49,1,pre,BLG
48,1,pre,BLG
41,1,pre,BLG
40,1,pre,BLG
41,1,pre,BLG
42,1,pre,BLG
41,1,pre,BLG
44,1,pre,BLG
47,1,pre,BLG
41,1,pre,BLG
42,1,pre,BLG
48,1,pre,BLG
49,1,pre,BLG
41,1,pre,BLG
40,1,pre,BLG
51,1,pre,BLG
53,1,pre,BLG
57,1,pre,BLG
52,1,pre,BLG
53,1,pre,BLG
52,1,pre,BLG
56,1,pre,BLG
53,1,pre,BLG
50,1,pre,BLG
53,1,pre,BLG
52,1,pre,BLG
51,1,pre,BLG
53,1,pre,BLG
59,1,pre,BLG
55,1,pre,BLG
52,1,pre,BLG
50,1,pre,BLG
56,1,pre,BLG
51,1,pre,BLG
51,1,pre,BLG
56,1,pre,BLG
58,1,pre,BLG
52,1,pre,BLG
56,1,pre,BLG
57,1,pre,BLG
52,1,pre,BLG
52,1,pre,BLG
57,1,pre,BLG
57,1,pre,BLG
51,1,pre,BLG
51,1,pre,BLG
51,1,pre,BLG
57,1,pre,BLG
59,1,pre,BLG
54,1,pre,BLG
53,1,pre,BLG
52,1,pre,BLG
52,1,pre,BLG
50,1,pre,BLG
55,1,pre,BLG
50,1,pre,BLG
53,1,pre,BLG
51,1,pre,BLG
50,1,pre,BLG
59,1,pre,BLG
57,1,pre,BLG
59,1,pre,BLG
50,1,pre,BLG
51,1,pre,BLG
59,1,pre,BLG
59,1,pre,BLG
59,1,pre,BLG
51,1,pre,BLG
50,1,pre,BLG
58,1,pre,BLG
52,1,pre,BLG
56,1,pre,BLG
56,1,pre,BLG
56,1,pre,BLG
52,1,pre,BLG
59,1,pre,BLG
55,1,pre,BLG
59,1,pre,BLG
54,1,pre,BLG
51,1,pre,BLG
52,1,pre,BLG
53,1,pre,BLG
51,1,pre,BLG
54,1,pre,BLG
54,1,pre,BLG
58,1,pre,BLG
54,1,pre,BLG
50,1,pre,BLG
52,1,pre,BLG
51,1,pre,BLG
56,1,pre,BLG
57,1,pre,BLG
57,1,pre,BLG
57,1,pre,BLG
58,1,pre,BLG
52,1,pre,BLG
50,1,pre,BLG
50,1,pre,BLG
58,1,pre,BLG
51,1,pre,BLG
56,1,pre,BLG
57,1,pre,BLG
58,1,pre,BLG
53,1,pre,BLG
58,1,pre,BLG
54,1,pre,BLG
50,1,pre,BLG
50,1,pre,BLG
55,1,pre,BLG
57,1,pre,BLG
59,1,pre,BLG
56,1,pre,BLG
57,1,pre,BLG
50,1,pre,BLG
51,1,pre,BLG
58,2,pre,BLG
56,2,pre,BLG
68,2,pre,BLG
60,2,pre,BLG
60,2,pre,BLG
61,2,pre,BLG
60,2,pre,BLG
60,2,pre,BLG
60,2,pre,BLG
69,2,pre,BLG
64,2,pre,BLG
64,2,pre,BLG
60,2,pre,BLG
69,2,pre,BLG
67,2,pre,BLG
62,2,pre,BLG
62,2,pre,BLG
63,2,pre,BLG
73,2,pre,BLG
72,2,pre,BLG
71,2,pre,BLG
70,2,pre,BLG
73,2,pre,BLG
79,2,pre,BLG
73,2,pre,BLG
77,2,pre,BLG
73,2,pre,BLG
76,2,pre,BLG
74,2,pre,BLG
70,2,pre,BLG
74,2,pre,BLG
79,2,pre,BLG
79,2,pre,BLG
70,2,pre,BLG
80,2,pre,BLG
83,2,pre,BLG
84,2,pre,BLG
81,2,pre,BLG
86,2,pre,BLG
83,2,pre,BLG
80,2,pre,BLG
86,2,pre,BLG
86,2,pre,BLG
80,2,pre,BLG
89,2,pre,BLG
83,2,pre,BLG
84,2,pre,BLG
85,2,pre,BLG
81,2,pre,BLG
80,2,pre,BLG
83,2,pre,BLG
82,2,pre,BLG
83,2,pre,BLG
85,2,pre,BLG
85,2,pre,BLG
87,2,pre,BLG
84,2,pre,BLG
84,2,pre,BLG
87,2,pre,BLG
87,2,pre,BLG
84,2,pre,BLG
91,2,pre,BLG
92,2,pre,BLG
99,2,pre,BLG
90,2,pre,BLG
91,2,pre,BLG
91,2,pre,BLG
91,2,pre,BLG
91,2,pre,BLG
92,2,pre,BLG
97,2,pre,BLG
91,2,pre,BLG
94,2,pre,BLG
99,2,pre,BLG
98,2,pre,BLG
98,2,pre,BLG
94,2,pre,BLG
94,2,pre,BLG
92,2,pre,BLG
96,2,pre,BLG
98,2,pre,BLG
107,2,pre,BLG
102,2,pre,BLG
106,3,pre,BLG
103,3,pre,BLG
106,3,pre,BLG
105,3,pre,BLG
105,3,pre,BLG
103,3,pre,BLG
108,3,pre,BLG
118,3,pre,BLG
114,3,pre,BLG
116,3,pre,BLG
116,3,pre,BLG
114,3,pre,BLG
125,3,pre,BLG
124,3,pre,BLG
125,3,pre,BLG
128,3,pre,BLG
124,3,pre,BLG
123,3,pre,BLG
130,3,pre,BLG
130,3,pre,BLG
135,3,pre,BLG
137,3,pre,BLG
130,3,pre,BLG
131,3,pre,BLG
139,3,pre,BLG
130,3,pre,BLG
133,3,pre,BLG
137,3,pre,BLG
145,3,pre,BLG
148,3,pre,BLG
149,3,pre,BLG
141,3,pre,BLG
144,3,pre,BLG
143,3,pre,BLG
146,3,pre,BLG
147,3,pre,BLG
144,3,pre,BLG
143,3,pre,BLG
144,3,pre,BLG
144,3,pre,BLG
148,3,pre,BLG
145,3,pre,BLG
149,3,pre,BLG
142,3,pre,BLG
147,3,pre,BLG
141,3,pre,BLG
145,3,pre,BLG
140,3,pre,BLG
140,3,pre,BLG
142,3,pre,BLG
142,3,pre,BLG
152,3,pre,BLG
152,3,pre,BLG
158,3,pre,BLG
159,3,pre,BLG
156,3,pre,BLG
157,3,pre,BLG
156,3,pre,BLG
158,3,pre,BLG
158,3,pre,BLG
159,3,pre,BLG
152,3,pre,BLG
156,3,pre,BLG
154,3,pre,BLG
153,3,pre,BLG
153,3,pre,BLG
153,3,pre,BLG
150,3,pre,BLG
150,3,pre,BLG
161,3,pre,BLG
169,3,pre,BLG
169,3,pre,BLG
169,3,pre,BLG
166,3,pre,BLG
166,3,pre,BLG
160,3,pre,BLG
167,3,pre,BLG
161,3,pre,BLG
163,4,pre,BLG
173,4,pre,BLG
175,4,pre,BLG
172,4,pre,BLG
175,4,pre,BLG
171,4,pre,BLG
179,4,pre,BLG
176,4,pre,BLG
172,4,pre,BLG
170,4,pre,BLG
184,4,pre,BLG
184,4,pre,BLG
181,4,pre,BLG
180,4,pre,BLG
180,4,pre,BLG
186,4,pre,BLG
181,4,pre,BLG
183,4,pre,BLG
184,4,pre,BLG
182,4,pre,BLG
184,4,pre,BLG
190,4,pre,BLG
193,4,pre,BLG
197,4,pre,BLG
190,4,pre,BLG
193,4,pre,BLG
190,4,pre,BLG
195,4,pre,BLG
191,4,pre,BLG
197,4,pre,BLG
202,4,pre,BLG
209,5,pre,BLG
208,5,pre,BLG
204,5,pre,BLG
202,5,pre,BLG
206,5,pre,BLG
204,5,pre,BLG
204,5,pre,BLG
205,5,pre,BLG
206,5,pre,BLG
208,5,pre,BLG
203,5,pre,BLG
205,5,pre,BLG
203,5,pre,BLG
200,5,pre,BLG
207,5,pre,BLG
203,5,pre,BLG
209,5,pre,BLG
207,5,pre,BLG
205,5,pre,BLG
200,5,pre,BLG
202,5,pre,BLG
207,5,pre,BLG
204,5,pre,BLG
208,5,pre,BLG
202,5,pre,BLG
219,5,pre,BLG
210,5,pre,BLG
214,5,pre,BLG
211,5,pre,BLG
210,5,pre,BLG
213,5,pre,BLG
217,5,pre,BLG
215,5,pre,BLG
213,5,pre,BLG
214,5,pre,BLG
210,5,pre,BLG
214,6,pre,BLG
212,6,pre,BLG
210,6,pre,BLG
212,6,pre,BLG
210,6,pre,BLG
215,6,pre,BLG
211,6,pre,BLG
216,6,pre,BLG
219,6,pre,BLG
210,6,pre,BLG
211,6,pre,BLG
216,6,pre,BLG
218,6,pre,BLG
214,6,pre,BLG
211,6,pre,BLG
221,6,pre,BLG
223,6,pre,BLG
225,6,pre,BLG
229,6,pre,BLG
229,6,pre,BLG
223,6,pre,BLG
222,6,pre,BLG
221,6,pre,BLG
226,6,pre,BLG
223,6,pre,BLG
224,6,pre,BLG
225,6,pre,BLG
226,6,pre,BLG
220,6,pre,BLG
224,6,pre,BLG
228,6,pre,BLG
225,6,pre,BLG
221,6,pre,BLG
222,6,pre,BLG
222,6,pre,BLG
224,6,pre,BLG
226,6,pre,BLG
226,6,pre,BLG
223,6,pre,BLG
223,6,pre,BLG
224,6,pre,BLG
224,6,pre,BLG
227,6,pre,BLG
228,6,pre,BLG
226,6,pre,BLG
227,6,pre,BLG
225,6,pre,BLG
221,6,pre,BLG
225,6,pre,BLG
227,6,pre,BLG
220,6,pre,BLG
227,6,pre,BLG
229,7,pre,BLG
226,7,pre,BLG
228,7,pre,BLG
228,7,pre,BLG
231,7,pre,BLG
235,7,pre,BLG
230,7,pre,BLG
239,7,pre,BLG
232,7,pre,BLG
238,7,pre,BLG
235,7,pre,BLG
237,7,pre,BLG
238,7,pre,BLG
236,7,pre,BLG
239,7,pre,BLG
233,7,pre,BLG
239,7,pre,BLG
233,7,pre,BLG
235,7,pre,BLG
233,7,pre,BLG
235,7,pre,BLG
236,7,pre,BLG
233,7,pre,BLG
231,7,pre,BLG
234,7,pre,BLG
232,7,pre,BLG
237,7,pre,BLG
235,7,pre,BLG
230,7,pre,BLG
231,7,pre,BLG
231,7,pre,BLG
232,7,pre,BLG
238,7,pre,BLG
231,7,pre,BLG
237,7,pre,BLG
234,7,pre,BLG
235,7,pre,BLG
230,7,pre,BLG
235,7,pre,BLG
241,7,pre,BLG
244,7,pre,BLG
249,7,pre,BLG
240,7,pre,BLG
240,7,pre,BLG
244,7,pre,BLG
240,7,pre,BLG
248,7,pre,BLG
242,7,pre,BLG
245,7,pre,BLG
249,7,pre,BLG
246,7,pre,BLG
248,7,pre,BLG
241,8,pre,BLG
241,8,pre,BLG
245,8,pre,BLG
249,8,pre,BLG
245,8,pre,BLG
245,8,pre,BLG
242,8,pre,BLG
254,8,pre,BLG
257,8,pre,BLG
255,8,pre,BLG
252,8,pre,BLG
251,8,pre,BLG
253,8,pre,BLG
250,8,pre,BLG
255,8,pre,BLG
252,8,pre,BLG
257,9,pre,BLG
259,9,pre,BLG
250,9,pre,BLG
256,9,pre,BLG
255,9,pre,BLG
254,10,pre,BLG
256,10,pre,BLG
268,10,pre,BLG
261,10,pre,BLG
268,10,pre,BLG
262,,pre,BLG
262,,pre,BLG
278,,pre,BLG
279,,pre,BLG
277,,pre,BLG
278,,pre,BLG
40,1,post,BLG
41,1,post,BLG
42,1,post,BLG
44,1,post,BLG
48,1,post,BLG
40,1,post,BLG
42,1,post,BLG
43,1,post,BLG
48,1,post,BLG
40,1,post,BLG
49,1,post,BLG
49,1,post,BLG
41,1,post,BLG
44,1,post,BLG
46,1,post,BLG
43,1,post,BLG
45,1,post,BLG
45,1,post,BLG
45,1,post,BLG
59,1,post,BLG
51,1,post,BLG
55,1,post,BLG
55,1,post,BLG
56,1,post,BLG
50,1,post,BLG
58,1,post,BLG
55,1,post,BLG
57,1,post,BLG
58,1,post,BLG
59,1,post,BLG
58,1,post,BLG
55,1,post,BLG
59,1,post,BLG
50,1,post,BLG
51,1,post,BLG
57,1,post,BLG
51,1,post,BLG
57,1,post,BLG
54,1,post,BLG
57,1,post,BLG
51,1,post,BLG
50,1,post,BLG
52,1,post,BLG
52,1,post,BLG
55,2,post,BLG
56,2,post,BLG
58,2,post,BLG
53,2,post,BLG
51,2,post,BLG
57,2,post,BLG
59,2,post,BLG
51,2,post,BLG
55,2,post,BLG
58,2,post,BLG
51,2,post,BLG
54,2,post,BLG
50,2,post,BLG
51,2,post,BLG
54,2,post,BLG
59,2,post,BLG
59,2,post,BLG
53,2,post,BLG
51,2,post,BLG
56,2,post,BLG
56,2,post,BLG
62,2,post,BLG
62,2,post,BLG
63,2,post,BLG
64,2,post,BLG
69,2,post,BLG
63,2,post,BLG
69,2,post,BLG
65,2,post,BLG
68,2,post,BLG
66,2,post,BLG
67,2,post,BLG
60,2,post,BLG
69,2,post,BLG
69,2,post,BLG
65,2,post,BLG
62,2,post,BLG
69,2,post,BLG
65,2,post,BLG
69,2,post,BLG
62,2,post,BLG
61,2,post,BLG
62,2,post,BLG
64,2,post,BLG
62,2,post,BLG
65,2,post,BLG
63,2,post,BLG
66,2,post,BLG
63,2,post,BLG
62,2,post,BLG
63,2,post,BLG
79,2,post,BLG
75,2,post,BLG
74,2,post,BLG
74,2,post,BLG
76,2,post,BLG
77,2,post,BLG
75,2,post,BLG
79,2,post,BLG
77,2,post,BLG
75,2,post,BLG
75,2,post,BLG
75,2,post,BLG
77,2,post,BLG
73,2,post,BLG
78,2,post,BLG
73,2,post,BLG
75,2,post,BLG
77,2,post,BLG
70,2,post,BLG
78,2,post,BLG
77,2,post,BLG
71,2,post,BLG
73,2,post,BLG
74,2,post,BLG
75,2,post,BLG
76,2,post,BLG
72,2,post,BLG
72,2,post,BLG
77,2,post,BLG
78,2,post,BLG
74,2,post,BLG
74,2,post,BLG
75,2,post,BLG
77,2,post,BLG
73,2,post,BLG
78,2,post,BLG
74,2,post,BLG
79,2,post,BLG
76,2,post,BLG
72,2,post,BLG
77,2,post,BLG
72,2,post,BLG
73,2,post,BLG
72,2,post,BLG
75,2,post,BLG
73,2,post,BLG
74,2,post,BLG
70,2,post,BLG
79,2,post,BLG
74,2,post,BLG
75,2,post,BLG
72,2,post,BLG
76,2,post,BLG
73,2,post,BLG
74,2,post,BLG
73,2,post,BLG
75,2,post,BLG
79,2,post,BLG
79,2,post,BLG
75,2,post,BLG
77,2,post,BLG
77,2,post,BLG
76,2,post,BLG
77,2,post,BLG
73,2,post,BLG
74,2,post,BLG
76,2,post,BLG
78,2,post,BLG
75,2,post,BLG
72,2,post,BLG
73,2,post,BLG
73,2,post,BLG
72,2,post,BLG
70,2,post,BLG
74,2,post,BLG
76,2,post,BLG
77,2,post,BLG
77,2,post,BLG
71,2,post,BLG
72,2,post,BLG
77,2,post,BLG
71,2,post,BLG
79,2,post,BLG
70,2,post,BLG
78,2,post,BLG
76,2,post,BLG
76,2,post,BLG
77,2,post,BLG
77,2,post,BLG
71,2,post,BLG
73,2,post,BLG
72,2,post,BLG
76,2,post,BLG
79,2,post,BLG
78,2,post,BLG
71,2,post,BLG
74,2,post,BLG
70,2,post,BLG
79,2,post,BLG
70,2,post,BLG
74,2,post,BLG
71,2,post,BLG
72,2,post,BLG
79,2,post,BLG
73,2,post,BLG
78,2,post,BLG
74,2,post,BLG
72,2,post,BLG
77,2,post,BLG
70,2,post,BLG
78,2,post,BLG
77,2,post,BLG
74,2,post,BLG
77,2,post,BLG
76,2,post,BLG
71,2,post,BLG
71,2,post,BLG
79,2,post,BLG
77,2,post,BLG
72,2,post,BLG
72,2,post,BLG
71,2,post,BLG
76,2,post,BLG
70,2,post,BLG
73,2,post,BLG
79,2,post,BLG
72,2,post,BLG
73,2,post,BLG
75,2,post,BLG
78,2,post,BLG
71,2,post,BLG
78,2,post,BLG
76,2,post,BLG
79,2,post,BLG
71,2,post,BLG
